technology,title,location,type,experience,english,datetime,views,applicants
docker,Tech/Team Lead (Python),"Релокейт, Україна",Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-03,37,6
REST,Tech/Team Lead (Python),"Релокейт, Україна",Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-03,37,6
NoSQL,Tech/Team Lead (Python),"Релокейт, Україна",Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-03,37,6
AWS,Tech/Team Lead (Python),"Релокейт, Україна",Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-03,37,6
AI,Tech/Team Lead (Python),"Релокейт, Україна",Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-03,37,6
ML,Tech/Team Lead (Python),"Релокейт, Україна",Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-03,37,6
Microservice,Tech/Team Lead (Python),"Релокейт, Україна",Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-03,37,6
Django,python developer for algorithmic trading project,Україна,Тільки віддалено,3 роки досвіду,Intermediate,2024-01-03,131,40
PostgreSQL,python developer for algorithmic trading project,Україна,Тільки віддалено,3 роки досвіду,Intermediate,2024-01-03,131,40
RabbitMQ,python developer for algorithmic trading project,Україна,Тільки віддалено,3 роки досвіду,Intermediate,2024-01-03,131,40
AI,python developer for algorithmic trading project,Україна,Тільки віддалено,3 роки досвіду,Intermediate,2024-01-03,131,40
AsyncIO,python developer for algorithmic trading project,Україна,Тільки віддалено,3 роки досвіду,Intermediate,2024-01-03,131,40
SQL,AI Python Developer,Україна,Гібридна робота,2 роки досвіду,Upper-Intermediate,2024-01-03,72,8
docker,AI Python Developer,Україна,Гібридна робота,2 роки досвіду,Upper-Intermediate,2024-01-03,72,8
NoSQL,AI Python Developer,Україна,Гібридна робота,2 роки досвіду,Upper-Intermediate,2024-01-03,72,8
API,AI Python Developer,Україна,Гібридна робота,2 роки досвіду,Upper-Intermediate,2024-01-03,72,8
AI,AI Python Developer,Україна,Гібридна робота,2 роки досвіду,Upper-Intermediate,2024-01-03,72,8
Data Base,Senior Backend Engineer (Python),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-04,47,12
SQL,Senior Backend Engineer (Python),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-04,47,12
Django,Senior Backend Engineer (Python),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-04,47,12
ReactJS,Senior Backend Engineer (Python),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-04,47,12
PostgreSQL,Senior Backend Engineer (Python),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-04,47,12
MongoDB,Senior Backend Engineer (Python),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-04,47,12
docker,Senior Backend Engineer (Python),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-04,47,12
DRF,Senior Backend Engineer (Python),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-04,47,12
NoSQL,Senior Backend Engineer (Python),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-04,47,12
Celery,Senior Backend Engineer (Python),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-04,47,12
RabbitMQ,Senior Backend Engineer (Python),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-04,47,12
API,Senior Backend Engineer (Python),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-04,47,12
AWS,Senior Backend Engineer (Python),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-04,47,12
AI,Senior Backend Engineer (Python),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-04,47,12
AsyncIO,Senior Backend Engineer (Python),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-04,47,12
Pytest,Senior Backend Engineer (Python),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2024-01-04,47,12
SQL,Middle Java Developer на long-term проект розробки інноваційного продукту,Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2024-01-03,378,141
PostgreSQL,Middle Java Developer на long-term проект розробки інноваційного продукту,Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2024-01-03,378,141
docker,Middle Java Developer на long-term проект розробки інноваційного продукту,Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2024-01-03,378,141
AI,Middle Java Developer на long-term проект розробки інноваційного продукту,Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2024-01-03,378,141
