technology,title,location,type,experience,english,datetime,views,applicants
AI,Computer Vision Algorithms Developer,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,104,4
ML,Computer Vision Algorithms Developer,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,104,4
Algorithms,Computer Vision Algorithms Developer,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,104,4
AI,Python Developer with Murex Experience,"Німеччина, Грузія, Казахстан, Польща, Україна",Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-26,214,46
ML,Python Developer with Murex Experience,"Німеччина, Грузія, Казахстан, Польща, Україна",Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-26,214,46
Data Base,Python Developer,Чехія,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,134,46
SQL,Python Developer,Чехія,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,134,46
Django,Python Developer,Чехія,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,134,46
Flask,Python Developer,Чехія,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,134,46
AWS,Python Developer,Чехія,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,134,46
AI,Python Developer,Чехія,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,134,46
Microservice,Python Developer,Чехія,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,134,46
Algorithms,Python Developer,Чехія,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,134,46
Django,python developer with a focus on WebRTC,Україна,Office або Remote,2 роки досвіду,,2023-12-26,129,24
GIT,python developer with a focus on WebRTC,Україна,Office або Remote,2 роки досвіду,,2023-12-26,129,24
docker,python developer with a focus on WebRTC,Україна,Office або Remote,2 роки досвіду,,2023-12-26,129,24
JS,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
AI,python developer with a focus on WebRTC,Україна,Office або Remote,2 роки досвіду,,2023-12-26,129,24
ML,python developer with a focus on WebRTC,Україна,Office або Remote,2 роки досвіду,,2023-12-26,129,24
Data Base,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
SQL,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
Django,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
Flask,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
Pyramid,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
ReactJS,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
Angular,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
MySQL,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
PostgreSQL,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
GIT,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
GitHub,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
MongoDB,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
VueJS,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
docker,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
REST,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
DRF,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
Celery,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
API,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
AWS,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
AI,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
Fullstack,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
Pytest,FullStack (Python/React.js) Tech Lead,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,25,1
API,Computer Vision Algorithms Developer,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,35,0
AWS,Computer Vision Algorithms Developer,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,35,0
AI,Computer Vision Algorithms Developer,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,35,0
ML,Computer Vision Algorithms Developer,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,35,0
Algorithms,Computer Vision Algorithms Developer,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,35,0
API,Computer Vision Algorithms Developer for Visual Intelligence Company,"Україна, Польща",Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,49,2
AWS,Computer Vision Algorithms Developer for Visual Intelligence Company,"Україна, Польща",Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,49,2
Django,Python (Django) Developer,Україна,Гібридна робота,3 роки досвіду,Intermediate,2023-12-26,69,9
AI,Computer Vision Algorithms Developer for Visual Intelligence Company,"Україна, Польща",Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,49,2
ML,Computer Vision Algorithms Developer for Visual Intelligence Company,"Україна, Польща",Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,49,2
OOP,Computer Vision Algorithms Developer for Visual Intelligence Company,"Україна, Польща",Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,49,2
Algorithms,Computer Vision Algorithms Developer for Visual Intelligence Company,"Україна, Польща",Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-26,49,2
GIT,Python (Django) Developer,Україна,Гібридна робота,3 роки досвіду,Intermediate,2023-12-26,69,9
AWS,Python (Django) Developer,Україна,Гібридна робота,3 роки досвіду,Intermediate,2023-12-26,69,9
AI,Python (Django) Developer,Україна,Гібридна робота,3 роки досвіду,Intermediate,2023-12-26,69,9
HTML,Senior Python-focused engineer with BE knowledge,Україна,Office або Remote,5 років досвіду,Advanced/Fluent,2023-12-23,54,0
CSS,Senior Python-focused engineer with BE knowledge,Україна,Office або Remote,5 років досвіду,Advanced/Fluent,2023-12-23,54,0
JS,Senior Python-focused engineer with BE knowledge,Україна,Office або Remote,5 років досвіду,Advanced/Fluent,2023-12-23,54,0
Data Base,Senior Python-focused engineer with BE knowledge,Україна,Office або Remote,5 років досвіду,Advanced/Fluent,2023-12-23,54,0
SQL,Senior Python-focused engineer with BE knowledge,Україна,Office або Remote,5 років досвіду,Advanced/Fluent,2023-12-23,54,0
Django,Senior Python-focused engineer with BE knowledge,Україна,Office або Remote,5 років досвіду,Advanced/Fluent,2023-12-23,54,0
MySQL,Senior Python-focused engineer with BE knowledge,Україна,Office або Remote,5 років досвіду,Advanced/Fluent,2023-12-23,54,0
GIT,Senior Python-focused engineer with BE knowledge,Україна,Office або Remote,5 років досвіду,Advanced/Fluent,2023-12-23,54,0
NodeJS,Senior Python-focused engineer with BE knowledge,Україна,Office або Remote,5 років досвіду,Advanced/Fluent,2023-12-23,54,0
AI,Senior Python-focused engineer with BE knowledge,Україна,Office або Remote,5 років досвіду,Advanced/Fluent,2023-12-23,54,0
ML,Senior Python-focused engineer with BE knowledge,Україна,Office або Remote,5 років досвіду,Advanced/Fluent,2023-12-23,54,0
Algorithms,Senior Python-focused engineer with BE knowledge,Україна,Office або Remote,5 років досвіду,Advanced/Fluent,2023-12-23,54,0
HTML,Middle/Senior BE engineer with Python knowledge,Україна,Office або Remote,3 роки досвіду,Advanced/Fluent,2023-12-23,54,5
CSS,Middle/Senior BE engineer with Python knowledge,Україна,Office або Remote,3 роки досвіду,Advanced/Fluent,2023-12-23,54,5
JS,Middle/Senior BE engineer with Python knowledge,Україна,Office або Remote,3 роки досвіду,Advanced/Fluent,2023-12-23,54,5
Data Base,Middle/Senior BE engineer with Python knowledge,Україна,Office або Remote,3 роки досвіду,Advanced/Fluent,2023-12-23,54,5
SQL,Middle/Senior BE engineer with Python knowledge,Україна,Office або Remote,3 роки досвіду,Advanced/Fluent,2023-12-23,54,5
Django,Middle/Senior BE engineer with Python knowledge,Україна,Office або Remote,3 роки досвіду,Advanced/Fluent,2023-12-23,54,5
MySQL,Middle/Senior BE engineer with Python knowledge,Україна,Office або Remote,3 роки досвіду,Advanced/Fluent,2023-12-23,54,5
GIT,Middle/Senior BE engineer with Python knowledge,Україна,Office або Remote,3 роки досвіду,Advanced/Fluent,2023-12-23,54,5
NodeJS,Middle/Senior BE engineer with Python knowledge,Україна,Office або Remote,3 роки досвіду,Advanced/Fluent,2023-12-23,54,5
AI,Middle/Senior BE engineer with Python knowledge,Україна,Office або Remote,3 роки досвіду,Advanced/Fluent,2023-12-23,54,5
ML,Middle/Senior BE engineer with Python knowledge,Україна,Office або Remote,3 роки досвіду,Advanced/Fluent,2023-12-23,54,5
GIT,Python developer with DevOps experience,Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-22,143,26
GitHub,Python developer with DevOps experience,Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-22,143,26
docker,Python developer with DevOps experience,Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-22,143,26
AI,Python developer with DevOps experience,Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-22,143,26
SQL,Python Developer/Data Engineer,Україна,Тільки офіс,3 роки досвіду,,2023-12-22,84,6
ML,Python developer with DevOps experience,Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-22,143,26
MySQL,Python Developer/Data Engineer,Україна,Тільки офіс,3 роки досвіду,,2023-12-22,84,6
GIT,Python Developer/Data Engineer,Україна,Тільки офіс,3 роки досвіду,,2023-12-22,84,6
MongoDB,Python Developer/Data Engineer,Україна,Тільки офіс,3 роки досвіду,,2023-12-22,84,6
AWS,Python Developer/Data Engineer,Україна,Тільки офіс,3 роки досвіду,,2023-12-22,84,6
AI,Python Developer/Data Engineer,Україна,Тільки офіс,3 роки досвіду,,2023-12-22,84,6
ML,Python Developer/Data Engineer,Україна,Тільки офіс,3 роки досвіду,,2023-12-22,84,6
NumPy,Python Developer/Data Engineer,Україна,Тільки офіс,3 роки досвіду,,2023-12-22,84,6
Pandas,Python Developer/Data Engineer,Україна,Тільки офіс,3 роки досвіду,,2023-12-22,84,6
Data Base,Junior Backend Developer (Python + Django),Україна,Тільки віддалено,1 рік досвіду,,2023-12-22,787,165
Django,Junior Backend Developer (Python + Django),Україна,Тільки віддалено,1 рік досвіду,,2023-12-22,787,165
GIT,Junior Backend Developer (Python + Django),Україна,Тільки віддалено,1 рік досвіду,,2023-12-22,787,165
REST,Junior Backend Developer (Python + Django),Україна,Тільки віддалено,1 рік досвіду,,2023-12-22,787,165
API,Junior Backend Developer (Python + Django),Україна,Тільки віддалено,1 рік досвіду,,2023-12-22,787,165
AI,Junior Backend Developer (Python + Django),Україна,Тільки віддалено,1 рік досвіду,,2023-12-22,787,165
ML,Junior Backend Developer (Python + Django),Україна,Тільки віддалено,1 рік досвіду,,2023-12-22,787,165
HTML,Middle Python Developer,"Кіпр, Німеччина, Іспанія, Польща, Португалія",Тільки віддалено,2 роки досвіду,Intermediate,2023-12-21,32,7
CSS,Middle Python Developer,"Кіпр, Німеччина, Іспанія, Польща, Португалія",Тільки віддалено,2 роки досвіду,Intermediate,2023-12-21,32,7
JS,Middle Python Developer,"Кіпр, Німеччина, Іспанія, Польща, Португалія",Тільки віддалено,2 роки досвіду,Intermediate,2023-12-21,32,7
SQL,Middle Python Developer,"Кіпр, Німеччина, Іспанія, Польща, Португалія",Тільки віддалено,2 роки досвіду,Intermediate,2023-12-21,32,7
Django,Middle Python Developer,"Кіпр, Німеччина, Іспанія, Польща, Португалія",Тільки віддалено,2 роки досвіду,Intermediate,2023-12-21,32,7
Flask,Middle Python Developer,"Кіпр, Німеччина, Іспанія, Польща, Португалія",Тільки віддалено,2 роки досвіду,Intermediate,2023-12-21,32,7
ReactJS,Middle Python Developer,"Кіпр, Німеччина, Іспанія, Польща, Португалія",Тільки віддалено,2 роки досвіду,Intermediate,2023-12-21,32,7
GIT,Middle Python Developer,"Кіпр, Німеччина, Іспанія, Польща, Португалія",Тільки віддалено,2 роки досвіду,Intermediate,2023-12-21,32,7
VueJS,Middle Python Developer,"Кіпр, Німеччина, Іспанія, Польща, Португалія",Тільки віддалено,2 роки досвіду,Intermediate,2023-12-21,32,7
docker,Middle Python Developer,"Кіпр, Німеччина, Іспанія, Польща, Португалія",Тільки віддалено,2 роки досвіду,Intermediate,2023-12-21,32,7
API,Middle Python Developer,"Кіпр, Німеччина, Іспанія, Польща, Португалія",Тільки віддалено,2 роки досвіду,Intermediate,2023-12-21,32,7
AI,Middle Python Developer,"Кіпр, Німеччина, Іспанія, Польща, Португалія",Тільки віддалено,2 роки досвіду,Intermediate,2023-12-21,32,7
ML,Middle Python Developer,"Кіпр, Німеччина, Іспанія, Польща, Португалія",Тільки віддалено,2 роки досвіду,Intermediate,2023-12-21,32,7
Pytest,Middle Python Developer,"Кіпр, Німеччина, Іспанія, Польща, Португалія",Тільки віддалено,2 роки досвіду,Intermediate,2023-12-21,32,7
UnitTest,Middle Python Developer,"Кіпр, Німеччина, Іспанія, Польща, Португалія",Тільки віддалено,2 роки досвіду,Intermediate,2023-12-21,32,7
Data Base,Senior Python Engineer,Україна,Тільки віддалено,5 років досвіду,Intermediate,2023-12-22,71,5
SQL,Senior Python Engineer,Україна,Тільки віддалено,5 років досвіду,Intermediate,2023-12-22,71,5
Django,Senior Python Engineer,Україна,Тільки віддалено,5 років досвіду,Intermediate,2023-12-22,71,5
Flask,Senior Python Engineer,Україна,Тільки віддалено,5 років досвіду,Intermediate,2023-12-22,71,5
MySQL,Senior Python Engineer,Україна,Тільки віддалено,5 років досвіду,Intermediate,2023-12-22,71,5
PostgreSQL,Senior Python Engineer,Україна,Тільки віддалено,5 років досвіду,Intermediate,2023-12-22,71,5
API,Senior Python Engineer,Україна,Тільки віддалено,5 років досвіду,Intermediate,2023-12-22,71,5
AI,Senior Python Engineer,Україна,Тільки віддалено,5 років досвіду,Intermediate,2023-12-22,71,5
Data Base,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,48,5
GIT,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,48,5
REST,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,48,5
API,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,48,5
AWS,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,48,5
AI,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,48,5
OOP,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,48,5
Microservice,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,48,5
Data Base,Senior Python Developer for AI Project (Location - Germany only) qp,"Релокейт, Німеччина",Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-22,91,15
SQL,Senior Python Developer for AI Project (Location - Germany only) qp,"Релокейт, Німеччина",Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-22,91,15
Data Base,Python Developer/AI Specialist (part - time),Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-22,173,29
Data Base,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,34,2
GIT,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,34,2
docker,Senior Python Developer for AI Project (Location - Germany only) qp,"Релокейт, Німеччина",Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-22,91,15
AWS,Senior Python Developer for AI Project (Location - Germany only) qp,"Релокейт, Німеччина",Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-22,91,15
AI,Senior Python Developer for AI Project (Location - Germany only) qp,"Релокейт, Німеччина",Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-22,91,15
ML,Senior Python Developer for AI Project (Location - Germany only) qp,"Релокейт, Німеччина",Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-22,91,15
Algorithms,Senior Python Developer for AI Project (Location - Germany only) qp,"Релокейт, Німеччина",Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-22,91,15
REST,Python Developer/AI Specialist (part - time),Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-22,173,29
API,Python Developer/AI Specialist (part - time),Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-22,173,29
AI,Python Developer/AI Specialist (part - time),Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-22,173,29
ML,Python Developer/AI Specialist (part - time),Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-22,173,29
OOP,Python Developer/AI Specialist (part - time),Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-22,173,29
REST,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,34,2
API,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,34,2
AWS,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,34,2
AI,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,34,2
OOP,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,34,2
Microservice,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,34,2
Data Base,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,23,1
GIT,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,23,1
Data Base,Senior Python Developer,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-21,22,2
GIT,Senior Python Developer,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-21,22,2
REST,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,23,1
API,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,23,1
AWS,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,23,1
AI,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,23,1
OOP,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,23,1
Microservice,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,23,1
REST,Senior Python Developer,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-21,22,2
API,Senior Python Developer,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-21,22,2
AWS,Senior Python Developer,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-21,22,2
AI,Senior Python Developer,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-21,22,2
OOP,Senior Python Developer,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-21,22,2
Microservice,Senior Python Developer,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-21,22,2
Data Base,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,96,15
GIT,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,96,15
REST,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,96,15
API,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,96,15
AWS,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,96,15
AI,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,96,15
OOP,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,96,15
Microservice,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,96,15
Data Base,Senior Python/Django Engineer,"Чехія, Нідерланди, Польща, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-21,163,32
SQL,Senior Python/Django Engineer,"Чехія, Нідерланди, Польща, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-21,163,32
Django,Senior Python/Django Engineer,"Чехія, Нідерланди, Польща, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-21,163,32
Flask,Senior Python/Django Engineer,"Чехія, Нідерланди, Польща, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-21,163,32
MySQL,Senior Python/Django Engineer,"Чехія, Нідерланди, Польща, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-21,163,32
docker,Senior Python/Django Engineer,"Чехія, Нідерланди, Польща, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-21,163,32
REST,Senior Python/Django Engineer,"Чехія, Нідерланди, Польща, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-21,163,32
DRF,Senior Python/Django Engineer,"Чехія, Нідерланди, Польща, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-21,163,32
FastAPI,Senior Python/Django Engineer,"Чехія, Нідерланди, Польща, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-21,163,32
API,Senior Python/Django Engineer,"Чехія, Нідерланди, Польща, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-21,163,32
AWS,Senior Python/Django Engineer,"Чехія, Нідерланди, Польща, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-21,163,32
AI,Senior Python/Django Engineer,"Чехія, Нідерланди, Польща, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-21,163,32
Data Base,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,43,5
GIT,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,43,5
REST,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,43,5
API,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,43,5
AWS,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,43,5
AI,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,43,5
OOP,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,43,5
Microservice,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,43,5
Data Base,Senior Python Developer,Україна,Тільки віддалено,3 роки досвіду,,2023-12-20,29,6
HTML,Python (Django) Developer,Україна,Тільки віддалено,2 роки досвіду,Intermediate,2023-12-20,264,81
SQL,Senior Python Developer,Україна,Тільки віддалено,3 роки досвіду,,2023-12-20,29,6
MySQL,Senior Python Developer,Україна,Тільки віддалено,3 роки досвіду,,2023-12-20,29,6
PostgreSQL,Senior Python Developer,Україна,Тільки віддалено,3 роки досвіду,,2023-12-20,29,6
GIT,Senior Python Developer,Україна,Тільки віддалено,3 роки досвіду,,2023-12-20,29,6
MongoDB,Senior Python Developer,Україна,Тільки віддалено,3 роки досвіду,,2023-12-20,29,6
docker,Senior Python Developer,Україна,Тільки віддалено,3 роки досвіду,,2023-12-20,29,6
API,Senior Python Developer,Україна,Тільки віддалено,3 роки досвіду,,2023-12-20,29,6
AI,Senior Python Developer,Україна,Тільки віддалено,3 роки досвіду,,2023-12-20,29,6
CSS,Python (Django) Developer,Україна,Тільки віддалено,2 роки досвіду,Intermediate,2023-12-20,264,81
JS,Python (Django) Developer,Україна,Тільки віддалено,2 роки досвіду,Intermediate,2023-12-20,264,81
Data Base,Python (Django) Developer,Україна,Тільки віддалено,2 роки досвіду,Intermediate,2023-12-20,264,81
SQL,Python (Django) Developer,Україна,Тільки віддалено,2 роки досвіду,Intermediate,2023-12-20,264,81
Django,Python (Django) Developer,Україна,Тільки віддалено,2 роки досвіду,Intermediate,2023-12-20,264,81
Flask,Python (Django) Developer,Україна,Тільки віддалено,2 роки досвіду,Intermediate,2023-12-20,264,81
MySQL,Python (Django) Developer,Україна,Тільки віддалено,2 роки досвіду,Intermediate,2023-12-20,264,81
PostgreSQL,Python (Django) Developer,Україна,Тільки віддалено,2 роки досвіду,Intermediate,2023-12-20,264,81
ML,Senior Python Developer,Україна,Тільки віддалено,3 роки досвіду,,2023-12-20,29,6
OOP,Senior Python Developer,Україна,Тільки віддалено,3 роки досвіду,,2023-12-20,29,6
Microservice,Senior Python Developer,Україна,Тільки віддалено,3 роки досвіду,,2023-12-20,29,6
Pandas,Senior Python Developer,Україна,Тільки віддалено,3 роки досвіду,,2023-12-20,29,6
MongoDB,Python (Django) Developer,Україна,Тільки віддалено,2 роки досвіду,Intermediate,2023-12-20,264,81
REST,Python (Django) Developer,Україна,Тільки віддалено,2 роки досвіду,Intermediate,2023-12-20,264,81
Celery,Python (Django) Developer,Україна,Тільки віддалено,2 роки досвіду,Intermediate,2023-12-20,264,81
API,Python (Django) Developer,Україна,Тільки віддалено,2 роки досвіду,Intermediate,2023-12-20,264,81
AI,Python (Django) Developer,Україна,Тільки віддалено,2 роки досвіду,Intermediate,2023-12-20,264,81
ML,Python (Django) Developer,Україна,Тільки віддалено,2 роки досвіду,Intermediate,2023-12-20,264,81
JS,Senior Python Developer (Django),Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,60,19
Django,Senior Python Developer (Django),Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,60,19
GIT,"Senior Python Developer(AI, ML experience)","Болгарія, Кіпр, Польща, Словаччина, Туреччина",Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,36,6
ReactJS,Senior Python Developer (Django),Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,60,19
NodeJS,Senior Python Developer (Django),Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,60,19
VueJS,Senior Python Developer (Django),Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,60,19
docker,Senior Python Developer (Django),Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,60,19
REST,Senior Python Developer (Django),Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,60,19
DRF,Senior Python Developer (Django),Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-21,60,19
